image,side,W_cm,H_cm,MA_cm,ma_cm,D_cm,angle_deg,ppcm_px_per_cm
i057_crop_group.jpg,left(#1),7.695652173913043,6.130434782608695,5.837286410124405,7.397747039794922,8.00918894228728,105.03694152832031,7.666666666666667
i057_crop_group.jpg,right(#2),6.652173913043478,6.782608695652174,6.737706557564113,6.96893542745839,7.151457745095958,47.04594039916992,7.666666666666667
i058_crop_group.jpg,left(#1),9.0,7.142857142857143,6.784327915736607,8.58427265712193,9.306598118373326,76.84344482421875,7.0
i058_crop_group.jpg,right(#2),7.857142857142857,7.0,7.147112165178571,7.899030412946429,8.277117592947823,88.69758605957031,7.0
i059_crop_group.jpg,left(#1),9.0,7.6499999999999995,7.510376930236816,8.322953224182129,9.1166353225708,86.8184585571289,6.666666666666667
i059_crop_group.jpg,right(#2),7.5,7.6499999999999995,7.419562339782715,7.641019821166992,7.9046173095703125,43.23155212402344,6.666666666666667
i060_crop_group.jpg,left(#1),7.8,7.199999999999999,7.077878379821777,7.6758882522583,8.048644638061523,95.24594116210938,6.666666666666667
i060_crop_group.jpg,right(#2),6.75,6.8999999999999995,6.773343658447265,6.858473396301269,7.0611173629760735,31.32084083557129,6.666666666666667
i061_crop_group.jpg,left(#1),7.6499999999999995,6.449999999999999,6.215045928955078,7.443299102783203,7.834408378601074,88.05601501464844,6.666666666666667
i061_crop_group.jpg,right(#2),6.75,6.6,6.297189903259277,6.8336591720581055,6.929768371582031,142.7025146484375,6.666666666666667
i062_crop_group.jpg,left(#1),7.674418604651162,6.27906976744186,6.537583816883176,7.2114848647006715,7.869753283123637,97.6077651977539,7.166666666666667
i062_crop_group.jpg,right(#2),5.8604651162790695,6.558139534883721,5.596754384595294,6.593586411587028,6.768548477527707,163.8343505859375,7.166666666666667
i063_crop_group.jpg,left(#1),6.6,6.4799999999999995,6.579800720214843,6.912579345703125,7.297624511718749,116.0715560913086,8.333333333333334
i063_crop_group.jpg,right(#2),5.04,5.88,5.021607971191406,5.797143859863281,5.923941650390624,168.0778045654297,8.333333333333334
i064_crop_group.jpg,left(#1),9.681818181818182,7.5,7.351079073819247,9.12031277743253,9.89555532282049,92.91645050048828,7.333333333333333
i064_crop_group.jpg,right(#2),7.772727272727273,7.909090909090909,7.70539647882635,8.016556653109465,8.154350280761719,24.780065536499023,7.333333333333333
i065_crop_group.jpg,left(#1),7.571428571428571,5.857142857142857,5.339480263846261,6.959818158830915,7.657224382672991,70.91773986816406,7.0
i065_crop_group.jpg,right(#2),6.857142857142857,6.285714285714286,6.065675462995257,6.880222865513393,7.0724607195172995,98.44771575927734,7.0
